Precio,Expensas,Direccion,Ambientes,Tipo,Url,Descripcion
420000,50000,33  N°883 e/ 12 y 13   , 1 Dorm,"Departamento en   Barrio Norte, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-488296,"Alquilamos departamento en excelente estado, con balcón y cochera cubierta. Está ubicado en sexto piso al frente. Cuenta con living comedor con modular p..."
420000,,12  e/ 33 y 34   , 1 Dorm,"Departamento en   Barrio Norte, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-103538,"Departamento Al frente de 1 dormitorio con placard, living, comedor diario, cocina, baño completo. PATIO. SIN EXPENSAS.LUMINOSO."
430000,,14  e/ dg.74 y 14   , 2 Dorm,"Departamento en   Plaza Moreno, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-487956,"Depto. en excelente ubicación, compuesto de living, cocina separada,lavadero, baño completo y 2 habitaciones (una con placard y pisos de madera)."
430000,,56  e/ 12 y 13   , 2 Dorm,"Departamento en   Plaza Moreno, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-488033,"Departamento ubicado en el centro de la ciudad de La Plata, a mts de Plaza Moreno y Catedral, zona facultades, ubicado en 8vo piso de 2 dormitorios, estar/..."
430000,40000,40  N°969 e/ 14 y 15   , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-488191,
430000,,25  e/ 67 y 68   , 1 Dorm,"Departamento en   Parque Castelli, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-489044,"Buen departamento PB al frente a metros del Paruqe Castelli. El mismo posee 40 m2 y cuenta con un dormitorio con placard, living comedor, cocina semi integ..."
430000,50000, 32  esquina10 al 100    , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-487245,"Alquiler de Departamento 1 DORMITORIO, La PlataMuy luminoso Cuenta con living comedor y cocina separada por barra, lavadero separado con espacio de gu..."
430000,,25  N°1119 e/ 55 y 56   , 2 Dorm,"Departamento en   Parque Castelli, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-489151,
430000,40000,15  N°532 e/ 42 y 43   , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-489297,
430000,70000,65  N°565 e/ 6 y 7   , 2 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-365430,"Departamento de dos dormitorios con placar. Estar comedor, cocina y baño completo. Tiene balcón. Ubicado al frente. Excelente estado."
430000,62000,13  e/ 33 y 34   , 2 Dorm,"Departamento en   Centro calle 13, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-348071,"13 (33 Y 34) SEMIPISO DE CATEGORÍA AL FRENTE C/ BALCÓN $430.000 13 (33 Y 34) piso 4TO , SEMIPISO DE CATEGORÍA AL FRENTE C/ BALCÓN Living comedor ampl..."
430000,30000,47  e/ 10 y 11   , 2 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-395414,"Edificio ubicado en excelente zona de la ciudad, cerca de varias facultades(5 cuadras),centros comerciales y oficinas públicas El departamento se encuen..."
430000,,26  N°1681 e/ 66 y 67   , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-448697,"Departamento con una superficie cubierta de 45 m2 aprox. Cuenta con living-comedor al frente, cocina separada con muebles bajo mesada, un baño completo con..."
430000,70000,41  N°761 e/ 10 y 11   , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-452037,"Departamento al frente con palier privado, cocina semi integrada en el estar comedor, tiene un dormitorio con placar. Es muy amplio y luminoso. Agua calien..."
430000,45000,13  e/ 68 y 69   , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-465748,Contrato anual con aumentos cuatrimestrales en base al índice de ICL. Los requisitos son: Recibo de sueldo del titular mas el de dos garantes y como garant...
430000,35000,15  N°532 e/ 42 y 43   , 1 Dorm,"Departamento en   Plaza Paso, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-480413,"BAÑEZ PROPIEDADES ALQUILA. excelente semipiso en zona semi-céntrica de la ciudad. Emplazado en un 6to piso, la propiedad cuenta con un amplio Living-Comedo..."
430000,,32  e/ 31 y 132   , 2 Dorm,"Departamento en   La cumbre, San Carlos, Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-480659,"Departamento dos dormitorios DESTINO COMERCIAL, amplio living comedor, cocina comedor, baño, patio, luminoso, dos entradas frente y pasillo, reja en el fre..."
430000,30000,40  e/ 16 y 17   , 1 Dorm,"Departamento en   Plaza Belgrano, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-482750,"Departamento amoblado. Detalle del amoblamiento. Cocina.: Alacenas y bajomesada, cocina, Heladera con freezer, microondas, lavarropas, pava electrica. L..."
430000,,15  e/ 47 y 48   , 2 Dorm,"Departamento en   Plaza Moreno, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-484372,"Estudio Lacerra Alquila a metros de plaza moreno, ubicado en segundo piso por escalera, con disposición contra frente, departamento compuesto de dos dormit..."
430000,,61  e/ 11 y 12   , 2 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-486084,"Departamento de dos dormitorios con placard, living comedor, cocina separada, lavadero semi intergrado a la cocina y baño con ducha. SE DESOCUPA FIN DE MES"
430000,29000,45  N°1107 e/ 17 y 18   , 1 Dorm,"Departamento en   Plaza Azcuenaga, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-486784,"Departamento al contrafrente parcialmente amoblado, ubicado en zona céntrica. Cuenta con living comedor, cocina semi integrada, dormitorio con placard y ba..."
430000,45000,45  N°732 e/ 9 y 10   , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-487519,"Semicentrico, excelente departamento, pisos de madera laqueados, amplio , luminoso. 53m2 cub, dormitorio con placard, gran living-comedor con muebles empot..."
430000,40000,3  e/ 58 y 59   , 1 Dorm,"Departamento en   Plaza Rocha, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-221268,"Departamento de 1 dormitorio en sexto piso, ubicado en calle 3 e 58 y 59, dormitorio con placard, living comedor, cocina separada, baño completo. Valo..."
440000,70000,56  e/ 9 y 10   , 2 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-488359,Detalle: Excelente ubicación 56 9 y 10 Cocina equipada Amplio living comedor con balcón Dormitorios con placare Expensas $60.000
134000,134000,50  N°1517 e/ 25 y 26   , 2 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-485513,"Departamento semipiso de categoría al contrafrente, amplio balcón, lavadero, cocina integrada, estar comedor, baño completo con bañera, 2 dormitorios con p..."
450000,23500,4  y 68    , 2 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-487646,"Departamento en 4 esq 68 (segundo piso) x escalera, de dos dormitorios. Living comedor. Cocina y baño. Salida directa a pequeña terraza. Da al frente de ..."
450000,,530  e/ 11 y 12   , 2 Dorm,"Departamento en   Tolosa, Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-488060,EN LA CIUDAD DE LA PLATA!!!! ALQUILANOS....... En la ciudad de La Plata en el barrio de Tolosa (529 y 11) departamen...
450000,60000,23  N°333 e/ 38 y 39   , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-488294,"Departamento en 23 e/ 38 y 39 Excelente departamento de 1 dormitorio con placard de puertas corredizas, cortinas de black out y espacio de guardado. Co..."
450000,83000,21  N°1295 e/ 48 y 49   , 3 Dorm,"Departamento en   Plaza Islas Malvinas, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-488580,-DEPARTAMENTO EN ALQUILER AL FRENTEMUCHA LUZ Y MUY BUENA VENTILACIÓN- -LIVING COMEDOR CON BALCÓN CERRADOPUERTA DE SEGURIDAD BLINDADA...
450000,75000,2  e/ 37 y 38   , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-488631,"DEPARTAMENTO EN ALQUILER, EL MISMO ESTA UBICADO EN UN 4TO. PISO AL FRENTE Y ESTA COMPUESTO DE UN PASILLO RECIBIDOR, COCINA AMPLIA, CON VENTANAL SOBRE LA ME..."
450000,,44  e/ 11 y 12   , 1 Dorm,"Departamento en   Plaza Paso, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-488849,"HERMOSO DEPARTAMENTO SEMIPISO AL FRENTE A METROS DE PLAZA PASO,1 DORMITORIO CON PLACAR, BAÑO COMPLETO, LIVING-COMEDOR CON SPLIT Y BALCON, COCINA SEMI-INTEG..."
450000,,16  e/ 43 y 44   , 2 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-489047,Departamento Dos Dormitorios en Alquiler Segundo Piso por escalera. Consta de: Living-Comedor Cocina Separada Dos Dormitorios con Placard Baño compl...
450000,55000,38  N°431 e/ 3 y 4 a estrenar    , 1 Dorm,"Departamento en   Barrio Norte, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-489082,"a estrenar, moderno diseño, amplio, luminoso, al frente con balcon corrido. Amplisimo living comedor, con cocina incorporada con muebles bajo mesada, lugar..."
450000,,64  e/ 7 y 8   , 2 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-489252,"DEPARTAMENTO EN ALQUILER 64 E/ 7 Y 8. Planta baja interno. Cuenta de dos dormitorios con placard, uno de ellos con tiro balanceado. Living comedor con v..."
450000,250000,11  e/ 58 y 59   , 3 Dorm,"Departamento en   Centro calle 12, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-476507,Nuevo ingreso! Alquiler Piso de categoria al frente | Calle 11 e/ 58 y 59 | La Plata 3 dormitorios A...
450000,70000,65  e/ 11 y 12   , 3 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-480353,"Departamento de 3 dormitorios.Con vista al parque Saavedra. Amplio luminoso. Muy bien ubicado, a metros de la zona comercial de calle 12."
450000,,36  e/ 27 y 28   , 2 Dorm,"PH en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-488301,"PH tipo casa. Todos los ambiente dan al patio o al jardin. Star con cocina integrada, baño a estrenar, dos dormitorios sin placard, amplio patio y jardin a..."
450000,50000,55 n° 927 Depto 4b  e/  13 y 14    , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-327926,"DEPARTAMENTO AL FRENTE A ESTRENAR. PLENO CENTRO DE LA CIUDAD. MUY LUMINOSO, AMPLIOS AMBIENTES.Alberto Dacal Propiedades: Código de la propiedad 80..."
450000,50000,46 n° 1007 Piso 1 Depto c e/ 15 y 16    , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-340418,EXCELENTE DPTO AL FRENTE CON BALCON. PISOS DE MADERA. MUY LUMINOSO. APTO USO PROFESIONAL. SISTEMA DE CÁMARAS POR CIRCUITO CERRADO Alberto...
450000,60000,54 n° 1110 Piso 6 Dpto a e/ 17 y 18    , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-359592,EXCELENTE SEMIPISO AL FRENTE CON BALCON. CALEFACCIÓN POR RADIADORES Y SPLIT. TERRAZA COMUN CON PILETAAlberto Dacal Propiedades: Código de l...
450000,75000,9 Nro. 778 Entre 47 y 48 (9°7)    , 2 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-369689,"Departamento de 2 dormitorios. Cuenta con cocina, living comedor, dos dormitorios amplios, baño y lavadero.Superficie total 59 m².Absa: $4.3..."
450000,60000,38 N° 1149 Esq. 18 Piso 1°B    , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-372202,"EXCELENTE DEPARTAMENTO DE UN DORMITORIO CON COCHERA. PISOS DE MADERA, LOSA VISTA, BALCÓN Y LAVADERO. Alberto Dacal Propiedades: Código de ..."
450000,,5 n° 935  E/  419  y  42 Depto pa1  (frente)    , 1 Dorm,"Departamento en   Villa Elisa, Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-377569,"EXCELENTE DEPARTAMENTO EN PLANTA ALTA PRIMER PISO POR ESCALERA, AL FRENTE, COCINA CON LAVADERO, LIVING-COMEDOR, DORMITORIOS CON PLACARD , BAÑO COMPL..."
450000,100000,59 n° 820 Depto 7b  e/  11 y 12    , 2 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-474008,"DEPARTAMENTO SEMICENTRICO. CONTRAFRENTE A 50 MTS DE CENTRO DE CALLE 12, IMPECABLE ESTADO , MUY LUMINOSO, AMPLIO BALCON, TERRAZA EN COMUN CON PARRILAS, PERS..."
450000,,"65 n° 619 e/ 7 y 8, Torre Acacia, Dpto. 1c    ", 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-476406,"Departamento de un dormitorio a estrenar, se entrega con cortinas blackout y dos aires acondicionados; tiene vista a la plaza interna del complejo, el luga..."
450000,130000,37 n° 676 Depto 10a  e/  8 y 9    , 2 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-479537,AL FRENTE. PISOS EN MADERA EN LIVING COMEDOR. AMPLIA COCINA SEPARADA CON MUEBLES EN MADERA SOBRE Y BAJO MESADA. AMBOS DORMITORIOS CON PISOS ALFOMBRADOS Y P...
450000,,118 al 100    , 2 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-482827,Departamento en alquiler. Ubicación 118 65 y 66. Desarrollado en segundo piso por escalera. Planta baja; cuanta...
450000,50000,12 889 esq. 50 piso 7 b    , 2 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-483473,"Departamento en Alquiler ubicado en el centro de la Ciudad de La Plata, cuenta con dos dormitorios con placard, amplio living comedor, cocina separada con ..."
450000,85000,60 n° 1090 Depto 2a  e/  16 y 17    , 2 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-486171,AL FRENTE. AMPLIOS Y LUMINOSOS. Alberto Dacal Propiedades: Código de la propiedad 8907 Argentina | G.B.A. Zona Sur | La Plata | La Plata
450000,100000,49 e 17 y 18  n 1118 4 b    , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-487817,"Excelente departamento en alquiler. 1 dormitorio con placard e interiores, cocina con conexión para lavarropas, comedor diario, baño y balc&o..."
450000,,16   Nro. 570 Psio 2do. Depto. b e/ 43 y 44    , 2 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-488904,"Departamento por escalera en segundo piso, living comedor., cocina integrada, lavadero, baño completo, dos dormitorios (uno con placard) terraza.- ..."
450000,29000,5  e/ 36 y 37   , 2 Dorm,"Departamento en   Barrio Norte, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-326983,"Amplio departamento ubicado en planta baja con dos dormitorios con placard y persiana automática, pisos de parquet , living, cocina comedor con barra desa..."
450000,40000,43  e/ 6 y 7   , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-336519,"EXCELENTE VISTA, UBICACION, LUMINOSIDAD. Ubicado en el quinto piso al frente, con cochera. Balcón corrido. Pisos de madera tarugada,calefacción por radiado..."
450000,,41  N°635 e/ 7 y 8   , 2 Dorm,"Departamento en   Plaza Italia, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-360532,Buen departamento 2do piso al frente dos dormitorios con placard living comedor cocina integrada con barra desayunador baño completo balcon coc...
450000,,54  e/ 9 y 10   , 2 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-409849,"MONICA BIANCHINI BIENES RAICES ALQUILA excelente depto al frente con balcon. 2 dormitorios con placard y su interior, cocina comedor con bajo mesada, livin..."
450000,70000,44  N°525 e/ 5 y 6   , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-412328,"Departamento ubicado en 4° piso al contrafrente, consta de: living-comedor, con piso de madera, balcón, cocina con instalación para lavarropa, baño con bañ..."
450000,30000,6  e/ 32 y 33   , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-439158,Susana Blascone alquiler AMOBLADO Alquiler por un año Excelente departamento Un dormitorio con placard Baño con ventilación Living...
450000,50000,45  N°988 e/ 14 y 15   , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-465539,"Departamento, al frente en sexto piso. Cuenta con una superficie total de 53 m2, cocina con muebles completos con barra desayunadora, mesada de silestone, ..."
450000,45000,10  N°672 e/ 45 y 46   , 1 Dorm,"Departamento en   Centro calle 8, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-482240,"Departamento al contrafrente, luminoso, categoria, compuesto de: living comedor con mueble modular , cocina, con mueble bajo y sobre mesada baño con con du..."
450000,110000,62  N°325 e/ 3 y 4   , 3 Dorm,"Departamento en   Mondongo, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-485173,"62 Y 4.(FOTOS DEL AVISO) ALQUILER DEPARTAMENTO Edif. céntrico (10mo piso c/ascensor al fte) amplio living comedor divisible, cocina separada, lavadero c..."
450000,50000,10  N°516 e/ 42 y 43 a estrenar    , 1 Dorm,"Departamento en   Plaza Paso, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-485176,"Departamento a estrenar, el mismo cuenta con living comedor amplio con salida al balcón, cocina semi integrada con amoblamientos johnson y ventilación dire..."
